Hotel Name,Advertised Price,Total Price
New York LaGuardia Airport Marriott,The price is $309,$358 total
Phoenix Hotel,The price is $309,$358 total
"Martinique New York on Broadway, Curio Collection by Hilton",The price is $309,$404 total
Comfort Inn Prospect Park - Brooklyn,The price is $309,$359 total
DoubleTree by Hilton New York Midtown Fifth Ave,The price is $311,$360 total
The Gotham Hotel,The price is $311,$388 total
DoubleTree by Hilton New York Times Square West,The price is $312,$361 total
Canopy by Hilton Jersey City Arts District,The price is $312,$364 total
Hampton Inn New York - LaGuardia Airport,The price is $312,$361 total
DoubleTree by Hilton Hotel New York City - Chelsea,The price is $313,$362 total
"Holiday Inn Express Roslyn - Manhasset Area, an IHG Hotel",The price is $313,$352 total
Sheraton Lincoln Harbor Hotel,The price is $313,$359 total
The Lombardy Hotel,The price is $314,$375 total
Royalton New York,The price is $314,$404 total
"Holiday Inn Express New York City Times Square, an IHG Hotel",The price is $314,$381 total
Executive Class at MTS Hotel,The price is $314,$399 total
Global Luxury Suites at The Arches,The price is $314,$454 total
The Solita Soho Hotel,The price is $314,$387 total
Da Vinci Hotel,The price is $314,$364 total
Hotel St. James,The price is $314,$364 total
Broadway Plaza Hotel,The price is $314,$375 total
Truss Hotel Times Square ,The price is $314,$364 total
"Crowne Plaza Times Square Manhattan, an IHG Hotel",The price is $314,$430 total
"Candlewood Suites New York City-Times Square, an IHG Hotel",The price is $314,$383 total
Courtyard New York Manhattan/Times Square West,The price is $314,$364 total
"Holiday Inn New York City - Times Square, an IHG Hotel",The price is $314,$366 total
Residence Inn by Marriott White Plains Westchester County,The price is $314,$359 total
The Bryant Park Hotel,The price is $315,$398 total
Hyatt Place New York Midtown South,The price is $315,$365 total
Redford Hotel,The price is $315,$380 total
Sonesta Simply Suites Jersey City,The price is $316,$368 total
DoubleTree by Hilton Hotel & Suites Jersey City,The price is $318,$371 total
HGU New York,The price is $319,$369 total
The Hotel @ Fifth Avenue,The price is $319,$390 total
The Renwick,The price is $319,$400 total
The Evelyn Hotel,The price is $319,$401 total
Sheraton Tribeca New York Hotel,The price is $319,$370 total
Fairfield Inn & Suites New York Manhattan/Times Square South,The price is $319,$370 total
East Village Hotel,The price is $319,$370 total
Tarrytown House Estate on the Hudson,The price is $319,$385 total
Aloft New York Brooklyn,The price is $319,$372 total
Pestana CR7 Times Square,The price is $319,$395 total
New York Marriott at the Brooklyn Bridge,The price is $319,$395 total
Arlo Midtown,The price is $320,$400 total
Hilton Newark Airport,The price is $321,$368 total
Hilton Garden Inn New York Times Square South,The price is $321,$372 total
Hilton Garden Inn New York/Tribeca,The price is $321,$372 total
Moxy NYC East Village,The price is $322,$403 total
Hotel Hayden,The price is $322,$430 total
Cachet Boutique New York,The price is $322,$398 total
La Quinta Inn & Suites by Wyndham Times Square South,The price is $322,$395 total
"Hilton Garden Inn Westchester Dobbs Ferry, NY",The price is $322,$369 total
Concorde Hotel New York,The price is $323,$399 total
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",The price is $323,$393 total
La Quinta Inn & Suites by Wyndham Garden City,The price is $323,$361 total
Omni Berkshire Place,The price is $323,$409 total
INNSiDE by Meliá New York Nomad,The price is $324,$415 total
"The Westfield Inn, BW Signature Collection",The price is $324,$362 total
The Box House Hotel,The price is $324,$375 total
Merrion Row Hotel and Public House,The price is $325,$405 total
7privateroom Jacuzzi/massage Sit/parking/15mins2ny,The price is $325,$386 total
TownePlace Suites by Marriott New York Manhattan/Chelsea,The price is $325,$376 total
6 Columbus Central Park Hotel,The price is $325,$411 total
Courtyard by Marriott New York Manhattan / Chelsea,The price is $328,$380 total
Home2 Suites by Hilton NY Long Island City/Manhattan View,The price is $328,$382 total
"voco Times Square South, an IHG Hotel",The price is $329,$383 total
SpringHill Suites by Marriott New York Manhattan/Times Square South,The price is $329,$381 total
Wingate by Wyndham Bronx/Haven Park,The price is $329,$381 total
Hyatt Regency JFK Airport at Resorts World New York,The price is $329,$410 total
Westgate New York Grand Central,The price is $329,$419 total
RIU Plaza Manhattan Times Square,The price is $329,$415 total
Hilton Garden Inn New York Times Square North,The price is $330,$383 total
Hilton Garden Inn Westbury,The price is $331,$369 total
Hilton Garden Inn New York/Central Park South-Midtown West,The price is $332,$387 total
"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",The price is $332,$386 total
Hampton Inn Manhattan-Chelsea,The price is $332,$385 total
The Boro Hotel,The price is $332,$406 total
